SK_ID_CURR,TARGET
100001,0.449153465026346
100005,0.7233890491206204
100013,0.2131322478691038
100028,0.4226307108169736
100038,0.5696659480505682
100042,0.24301378721887304
100057,0.2830141925287492
100065,0.6200682137054726
100066,0.19563788649590297
100067,0.607212149487885
100074,0.4283239270559259
100090,0.599972749094406
100091,0.6112015643960198
100092,0.6134521009959211
100106,0.46788960464376045
100107,0.6169782831233322
100109,0.4321745971989311
100117,0.243514802914881
100128,0.5102780327655604
100141,0.2971401806621425
100150,0.2851881283066775
100168,0.09487858199715422
100169,0.43458989267578046
100170,0.48247974207443933
100171,0.3207532938598588
100172,0.5908330377470712
100184,0.5483754071868421
100187,0.3950804012483414
100212,0.4195711633412383
100222,0.4608601499679166
100223,0.18521181716725468
100232,0.22569461160961787
100241,0.6980711645164207
100245,0.33064951826828676
100253,0.23424621555587782
100256,0.704196485163528
100271,0.11346504707587377
100278,0.6957964914407214
100280,0.21075428386119707
100306,0.7233891682674023
100311,0.7812226281856326
100312,0.2688688647140774
100330,0.4400987818366613
100331,0.2645517441409811
100352,0.5592570494517525
100358,0.6353620931152847
100367,0.35864622201999397
100382,0.7324502298715216
100384,0.41783727600191156
100385,0.6468056366986381
100386,0.34089181166182564
100399,0.2972544442236682
100404,0.4769271358950882
100416,0.13962022243766722
100422,0.5177997181553986
100426,0.41744110837718357
100438,0.3186389479295794
100444,0.6559076140288306
100445,0.6218645210979952
100446,0.5796045392757037
100447,0.20796177517403688
100450,0.3951591433486808
100466,0.4472396164810604
100483,0.29296250061699924
100484,0.23801566599083837
100494,0.4343444508510954
100510,0.6703367326844639
100512,0.25612944816380634
100517,0.2864302338699661
100548,0.3461682750688554
100551,0.3768196236860415
100552,0.6236398681179164
100553,0.2330009022543669
100561,0.8236448207305719
100568,0.9115729379759291
100569,0.244486156514236
100591,0.3918069545313257
100592,0.1738607843085559
100602,0.4361850109088387
100607,0.3846198380400877
100613,0.47029722960204773
100617,0.6216237386877604
100618,0.5266900349672626
100622,0.7714591755017662
100625,0.44090001895797815
100677,0.6092422445682982
100699,0.42391413332722516
100702,0.9221067939752187
100711,0.5401756842875731
100729,0.7511673281632473
100740,0.6298223576000569
100744,0.6073366610044642
100745,0.4983187714401589
100747,0.5718227291301574
100751,0.7848649310719988
100752,0.41574884648716626
100753,0.763480507439717
100754,0.8032098446305577
100760,0.42094894708561376
100762,0.5732736591214341
100763,0.34501475423841826
100765,0.2907021569574748
100770,0.6083653115072125
100772,0.3014546140908912
100777,0.3798125696286051
100791,0.23292935099862264
100792,0.20546803441087655
100797,0.24570672483613995
100823,0.3738254558530485
100826,0.4302221344510485
100830,0.2568627642933962
100836,0.8344912643984487
100872,0.2672788575609847
100910,0.45903498143960086
100913,0.6649489579527129
100918,0.4652187841605755
100931,0.3089792030179909
100952,0.4869577539299549
100953,0.28065795414317013
100965,0.700065096825534
